[Measurement conditions]
Sample identification,3360-302
Comment,
Anode material,Co
K-Alpha1 wavelength,1.7890100
K-Alpha2 wavelength,1.7929000
Ratio K-Alpha2/K-Alpha1,0.500
Divergence slit,Fixed,0.76mm
Monochromator used,NO
Generator voltage, 40
Tube current,  8
File date and time,25/3ÔÂ/2025 04:48
Unit cell,
h k l, 0 0 0
Scan axis,Gonio
Scan range,19.998000000,89.999606480
Scan step size,0.0217329
No. of points, 3221
Scan type,CONTINUOUS
Time per step,60.945
[Scan points]
Angle, TimePerStep, Intensity, ESD
25.550750840, 60.945, 4207.0, 64.8614
25.572483720, 60.945, 4080.0, 63.8749
25.594216600, 60.945, 4088.0, 63.9375
25.615949480, 60.945, 4131.0, 64.2729
25.637682360, 60.945, 4091.0, 63.9609
25.659415240, 60.945, 4028.0, 63.4665
25.681148120, 60.945, 4171.0, 64.5833
25.702881000, 60.945, 4104.0, 64.0625
25.724613880, 60.945, 4103.0, 64.0547
25.746346760, 60.945, 4177.0, 64.6297
25.768079640, 60.945, 4146.0, 64.3894
25.789812520, 60.945, 4070.0, 63.7966
25.811545400, 60.945, 4180.0, 64.6529
25.833278280, 60.945, 4101.0, 64.0391
25.855011160, 60.945, 4057.0, 63.6946
25.876744040, 60.945, 4121.0, 64.1950
25.898476920, 60.945, 4108.0, 64.0937
25.920209800, 60.945, 4198.0, 64.7920
25.941942680, 60.945, 4076.0, 63.8436
25.963675560, 60.945, 4170.0, 64.5755
25.985408440, 60.945, 4096.0, 64.0000
26.007141320, 60.945, 4184.0, 64.6838
26.028874200, 60.945, 4107.0, 64.0859
26.050607080, 60.945, 4068.0, 63.7809
26.072339960, 60.945, 4033.0, 63.5059
26.094072840, 60.945, 4216.0, 64.9307
26.115805720, 60.945, 4070.0, 63.7966
26.137538600, 60.945, 4143.0, 64.3661
26.159271480, 60.945, 3981.0, 63.0952
26.181004360, 60.945, 4105.0, 64.0703
26.202737240, 60.945, 4110.0, 64.1093
26.224470120, 60.945, 4119.0, 64.1794
26.246203000, 60.945, 4118.0, 64.1716
26.267935880, 60.945, 4034.0, 63.5138
26.289668760, 60.945, 4124.0, 64.2184
26.311401640, 60.945, 4106.0, 64.0781
26.333134520, 60.945, 4060.0, 63.7181
26.354867400, 60.945, 4023.0, 63.4271
26.376600280, 60.945, 4100.0, 64.0312
26.398333160, 60.945, 4000.0, 63.2456
26.420066040, 60.945, 4148.0, 64.4050
26.441798920, 60.945, 4180.0, 64.6529
26.463531800, 60.945, 4050.0, 63.6396
26.485264680, 60.945, 4167.0, 64.5523
26.506997560, 60.945, 4082.0, 63.8905
26.528730440, 60.945, 4127.0, 64.2417
26.550463320, 60.945, 4132.0, 64.2806
26.572196200, 60.945, 4033.0, 63.5059
26.593929080, 60.945, 4154.0, 64.4515
26.615661960, 60.945, 4117.0, 64.1639
26.637394840, 60.945, 4169.0, 64.5678
26.659127720, 60.945, 3940.0, 62.7694
26.680860600, 60.945, 4203.0, 64.8305
26.702593480, 60.945, 4013.0, 63.3482
26.724326360, 60.945, 4079.0, 63.8670
26.746059240, 60.945, 4134.0, 64.2962
26.767792120, 60.945, 3965.0, 62.9682
26.789525000, 60.945, 4154.0, 64.4515
26.811257880, 60.945, 4107.0, 64.0859
26.832990760, 60.945, 3984.0, 63.1189
26.854723640, 60.945, 4113.0, 64.1327
26.876456520, 60.945, 4120.0, 64.1872
26.898189400, 60.945, 4176.0, 64.6220
26.919922280, 60.945, 4116.0, 64.1561
26.941655160, 60.945, 4103.0, 64.0547
26.963388040, 60.945, 4207.0, 64.8614
26.985120920, 60.945, 4115.0, 64.1483
27.006853800, 60.945, 4094.0, 63.9844
27.028586680, 60.945, 4074.0, 63.8279
27.050319560, 60.945, 4018.0, 63.3877
27.072052440, 60.945, 3998.0, 63.2297
27.093785320, 60.945, 4019.0, 63.3956
27.115518200, 60.945, 3976.0, 63.0555
27.137251080, 60.945, 4062.0, 63.7338
27.158983960, 60.945, 4187.0, 64.7070
27.180716840, 60.945, 4110.0, 64.1093
27.202449720, 60.945, 4033.0, 63.5059
27.224182600, 60.945, 4115.0, 64.1483
27.245915480, 60.945, 4026.0, 63.4508
27.267648360, 60.945, 4028.0, 63.4665
27.289381240, 60.945, 4145.0, 64.3817
27.311114120, 60.945, 4143.0, 64.3661
27.332847000, 60.945, 4032.0, 63.4980
27.354579880, 60.945, 4054.0, 63.6710
27.376312760, 60.945, 4075.0, 63.8357
27.398045640, 60.945, 4111.0, 64.1171
27.419778520, 60.945, 4170.0, 64.5755
27.441511400, 60.945, 4123.0, 64.2106
27.463244280, 60.945, 4085.0, 63.9140
27.484977160, 60.945, 4088.0, 63.9375
27.506710040, 60.945, 4004.0, 63.2772
27.528442920, 60.945, 4038.0, 63.5453
27.550175800, 60.945, 4063.0, 63.7417
27.571908680, 60.945, 4118.0, 64.1716
27.593641560, 60.945, 4100.0, 64.0312
27.615374440, 60.945, 3979.0, 63.0793
27.637107320, 60.945, 4129.0, 64.2573
27.658840200, 60.945, 4143.0, 64.3661
27.680573080, 60.945, 4191.0, 64.7379
27.702305960, 60.945, 4093.0, 63.9766
27.724038840, 60.945, 4212.0, 64.8999
27.745771720, 60.945, 4060.0, 63.7181
27.767504600, 60.945, 4034.0, 63.5138
27.789237480, 60.945, 4107.0, 64.0859
27.810970360, 60.945, 4149.0, 64.4127
27.832703240, 60.945, 4024.0, 63.4350
27.854436120, 60.945, 4018.0, 63.3877
27.876169000, 60.945, 3986.0, 63.1348
27.897901880, 60.945, 4202.0, 64.8228
27.919634760, 60.945, 4137.0, 64.3195
27.941367640, 60.945, 4137.0, 64.3195
27.963100520, 60.945, 4070.0, 63.7966
27.984833400, 60.945, 4188.0, 64.7148
28.006566280, 60.945, 3962.0, 62.9444
28.028299160, 60.945, 3992.0, 63.1823
28.050032040, 60.945, 4157.0, 64.4748
28.071764920, 60.945, 4201.0, 64.8151
28.093497800, 60.945, 4086.0, 63.9218
28.115230680, 60.945, 4100.0, 64.0312
28.136963560, 60.945, 4109.0, 64.1015
28.158696440, 60.945, 4003.0, 63.2693
28.180429320, 60.945, 4107.0, 64.0859
28.202162200, 60.945, 4241.0, 65.1230
28.223895080, 60.945, 4024.0, 63.4350
28.245627960, 60.945, 4022.0, 63.4192
28.267360840, 60.945, 4122.0, 64.2028
28.289093720, 60.945, 4147.0, 64.3972
28.310826600, 60.945, 4041.0, 63.5689
28.332559480, 60.945, 4105.0, 64.0703
28.354292360, 60.945, 4017.0, 63.3798
28.376025240, 60.945, 4170.0, 64.5755
28.397758120, 60.945, 4129.0, 64.2573
28.419491000, 60.945, 4044.0, 63.5925
28.441223880, 60.945, 4160.0, 64.4981
28.462956760, 60.945, 4088.0, 63.9375
28.484689640, 60.945, 4183.0, 64.6761
28.506422520, 60.945, 4068.0, 63.7809
28.528155400, 60.945, 4149.0, 64.4127
28.549888280, 60.945, 4046.0, 63.6082
28.571621160, 60.945, 4073.0, 63.8201
28.593354040, 60.945, 4080.0, 63.8749
28.615086920, 60.945, 4124.0, 64.2184
28.636819800, 60.945, 4048.0, 63.6239
28.658552680, 60.945, 4297.0, 65.5515
28.680285560, 60.945, 4063.0, 63.7417
28.702018440, 60.945, 4151.0, 64.4283
28.723751320, 60.945, 4133.0, 64.2884
28.745484200, 60.945, 4040.0, 63.5610
28.767217080, 60.945, 4074.0, 63.8279
28.788949960, 60.945, 4075.0, 63.8357
28.810682840, 60.945, 4115.0, 64.1483
28.832415720, 60.945, 4049.0, 63.6318
28.854148600, 60.945, 4029.0, 63.4744
28.875881480, 60.945, 4118.0, 64.1716
28.897614360, 60.945, 4061.0, 63.7260
28.919347240, 60.945, 4164.0, 64.5291
28.941080120, 60.945, 4147.0, 64.3972
28.962813000, 60.945, 4104.0, 64.0625
28.984545880, 60.945, 3976.0, 63.0555
29.006278760, 60.945, 4071.0, 63.8044
29.028011640, 60.945, 4069.0, 63.7887
29.049744520, 60.945, 4092.0, 63.9687
29.071477400, 60.945, 4102.0, 64.0469
29.093210280, 60.945, 4094.0, 63.9844
29.114943160, 60.945, 4199.0, 64.7997
29.136676040, 60.945, 4072.0, 63.8122
29.158408920, 60.945, 4046.0, 63.6082
29.180141800, 60.945, 3976.0, 63.0555
29.201874680, 60.945, 4046.0, 63.6082
29.223607560, 60.945, 4123.0, 64.2106
29.245340440, 60.945, 4021.0, 63.4114
29.267073320, 60.945, 3978.0, 63.0714
29.288806200, 60.945, 4029.0, 63.4744
29.310539080, 60.945, 4042.0, 63.5767
29.332271960, 60.945, 3986.0, 63.1348
29.354004840, 60.945, 3967.0, 62.9841
29.375737720, 60.945, 4069.0, 63.7887
29.397470600, 60.945, 3986.0, 63.1348
29.419203480, 60.945, 4106.0, 64.0781
29.440936360, 60.945, 4003.0, 63.2693
29.462669240, 60.945, 4040.0, 63.5610
29.484402120, 60.945, 4189.0, 64.7225
29.506135000, 60.945, 4029.0, 63.4744
29.527867880, 60.945, 4076.0, 63.8436
29.549600760, 60.945, 4077.0, 63.8514
29.571333640, 60.945, 4050.0, 63.6396
29.593066520, 60.945, 3988.0, 63.1506
29.614799400, 60.945, 4081.0, 63.8827
29.636532280, 60.945, 3988.0, 63.1506
29.658265160, 60.945, 4080.0, 63.8749
29.679998040, 60.945, 4080.0, 63.8749
29.701730920, 60.945, 4070.0, 63.7966
29.723463800, 60.945, 4135.0, 64.3040
29.745196680, 60.945, 4035.0, 63.5216
29.766929560, 60.945, 4128.0, 64.2495
29.788662440, 60.945, 4108.0, 64.0937
29.810395320, 60.945, 3986.0, 63.1348
29.832128200, 60.945, 4084.0, 63.9062
29.853861080, 60.945, 4127.0, 64.2417
29.875593960, 60.945, 4012.0, 63.3404
29.897326840, 60.945, 4128.0, 64.2495
29.919059720, 60.945, 4210.0, 64.8845
29.940792600, 60.945, 3991.0, 63.1744
29.962525480, 60.945, 4066.0, 63.7652
29.984258360, 60.945, 3949.0, 62.8411
30.005991240, 60.945, 4067.0, 63.7730
30.027724120, 60.945, 3997.0, 63.2218
30.049457000, 60.945, 4002.0, 63.2614
30.071189880, 60.945, 4202.0, 64.8228
30.092922760, 60.945, 3980.0, 63.0872
30.114655640, 60.945, 4057.0, 63.6946
30.136388520, 60.945, 4024.0, 63.4350
30.158121400, 60.945, 4003.0, 63.2693
30.179854280, 60.945, 4035.0, 63.5216
30.201587160, 60.945, 4140.0, 64.3428
30.223320040, 60.945, 4153.0, 64.4438
30.245052920, 60.945, 4096.0, 64.0000
30.266785800, 60.945, 4039.0, 63.5531
30.288518680, 60.945, 4082.0, 63.8905
30.310251560, 60.945, 3995.0, 63.2060
30.331984440, 60.945, 4129.0, 64.2573
30.353717320, 60.945, 4033.0, 63.5059
30.375450200, 60.945, 4022.0, 63.4192
30.397183080, 60.945, 4022.0, 63.4192
30.418915960, 60.945, 4046.0, 63.6082
30.440648840, 60.945, 4005.0, 63.2851
30.462381720, 60.945, 4099.0, 64.0234
30.484114600, 60.945, 4054.0, 63.6710
30.505847480, 60.945, 4080.0, 63.8749
30.527580360, 60.945, 4023.0, 63.4271
30.549313240, 60.945, 4169.0, 64.5678
30.571046120, 60.945, 4059.0, 63.7103
30.592779000, 60.945, 4022.0, 63.4192
30.614511880, 60.945, 4023.0, 63.4271
30.636244760, 60.945, 4063.0, 63.7417
30.657977640, 60.945, 4236.0, 65.0846
30.679710520, 60.945, 4157.0, 64.4748
30.701443400, 60.945, 4008.0, 63.3088
30.723176280, 60.945, 4039.0, 63.5531
30.744909160, 60.945, 4008.0, 63.3088
30.766642040, 60.945, 3987.0, 63.1427
30.788374920, 60.945, 3986.0, 63.1348
30.810107800, 60.945, 4109.0, 64.1015
30.831840680, 60.945, 4045.0, 63.6003
30.853573560, 60.945, 4020.0, 63.4035
30.875306440, 60.945, 4012.0, 63.3404
30.897039320, 60.945, 4056.0, 63.6867
30.918772200, 60.945, 4017.0, 63.3798
30.940505080, 60.945, 4038.0, 63.5453
30.962237960, 60.945, 4229.0, 65.0308
30.983970840, 60.945, 4133.0, 64.2884
31.005703720, 60.945, 4065.0, 63.7574
31.027436600, 60.945, 4228.0, 65.0231
31.049169480, 60.945, 4100.0, 64.0312
31.070902360, 60.945, 4050.0, 63.6396
31.092635240, 60.945, 4031.0, 63.4902
31.114368120, 60.945, 3995.0, 63.2060
31.136101000, 60.945, 4048.0, 63.6239
31.157833880, 60.945, 3970.0, 63.0079
31.179566760, 60.945, 4036.0, 63.5295
31.201299640, 60.945, 4038.0, 63.5453
31.223032520, 60.945, 4069.0, 63.7887
31.244765400, 60.945, 3921.0, 62.6179
31.266498280, 60.945, 4011.0, 63.3325
31.288231160, 60.945, 4100.0, 64.0312
31.309964040, 60.945, 4085.0, 63.9140
31.331696920, 60.945, 4091.0, 63.9609
31.353429800, 60.945, 4027.0, 63.4586
31.375162680, 60.945, 4025.0, 63.4429
31.396895560, 60.945, 4060.0, 63.7181
31.418628440, 60.945, 4030.0, 63.4823
31.440361320, 60.945, 4016.0, 63.3719
31.462094200, 60.945, 4004.0, 63.2772
31.483827080, 60.945, 4008.0, 63.3088
31.505559960, 60.945, 4081.0, 63.8827
31.527292840, 60.945, 3964.0, 62.9603
31.549025720, 60.945, 4040.0, 63.5610
31.570758600, 60.945, 4088.0, 63.9375
31.592491480, 60.945, 4037.0, 63.5374
31.614224360, 60.945, 3973.0, 63.0317
31.635957240, 60.945, 4100.0, 64.0312
31.657690120, 60.945, 4027.0, 63.4586
31.679423000, 60.945, 4031.0, 63.4902
31.701155880, 60.945, 4143.0, 64.3661
31.722888760, 60.945, 3984.0, 63.1189
31.744621640, 60.945, 4170.0, 64.5755
31.766354520, 60.945, 4143.0, 64.3661
31.788087400, 60.945, 4067.0, 63.7730
31.809820280, 60.945, 3935.0, 62.7296
31.831553160, 60.945, 4035.0, 63.5216
31.853286040, 60.945, 3931.0, 62.6977
31.875018920, 60.945, 4075.0, 63.8357
31.896751800, 60.945, 4145.0, 64.3817
31.918484680, 60.945, 4025.0, 63.4429
31.940217560, 60.945, 4072.0, 63.8122
31.961950440, 60.945, 4031.0, 63.4902
31.983683320, 60.945, 4112.0, 64.1249
32.005416200, 60.945, 4058.0, 63.7024
32.027149080, 60.945, 4019.0, 63.3956
32.048881960, 60.945, 3967.0, 62.9841
32.070614840, 60.945, 4082.0, 63.8905
32.092347720, 60.945, 4002.0, 63.2614
32.114080600, 60.945, 4019.0, 63.3956
32.135813480, 60.945, 4052.0, 63.6553
32.157546360, 60.945, 4047.0, 63.6160
32.179279240, 60.945, 4127.0, 64.2417
32.201012120, 60.945, 4062.0, 63.7338
32.222745000, 60.945, 4023.0, 63.4271
32.244477880, 60.945, 3969.0, 63.0000
32.266210760, 60.945, 4045.0, 63.6003
32.287943640, 60.945, 4027.0, 63.4586
32.309676520, 60.945, 4017.0, 63.3798
32.331409400, 60.945, 4047.0, 63.6160
32.353142280, 60.945, 4057.0, 63.6946
32.374875160, 60.945, 4041.0, 63.5689
32.396608040, 60.945, 4091.0, 63.9609
32.418340920, 60.945, 4116.0, 64.1561
32.440073800, 60.945, 4063.0, 63.7417
32.461806680, 60.945, 4086.0, 63.9218
32.483539560, 60.945, 4047.0, 63.6160
32.505272440, 60.945, 4074.0, 63.8279
32.527005320, 60.945, 4099.0, 64.0234
32.548738200, 60.945, 4069.0, 63.7887
32.570471080, 60.945, 4130.0, 64.2651
32.592203960, 60.945, 3945.0, 62.8092
32.613936840, 60.945, 4109.0, 64.1015
32.635669720, 60.945, 3959.0, 62.9206
32.657402600, 60.945, 4124.0, 64.2184
32.679135480, 60.945, 4149.0, 64.4127
